office,Name of UNICEF Implementing Partner,Province2,District,Palika,Rural/ Urban,Ward #,Community Name,UNICEF funding source,System new or rehabilated,Status,JMP service ladder - start,JMP service ladder - finish,# of HH's benefitted,# of schools benefitted,# of HCF's benefitted,Beneficiary population Male # (current),Beneficiary population female # (current),Beneficiary population person with disability # (current),Total Beneficiary population # (current),Team Formation,System analysis,Hazard mapping and risk analysis,Does the hazard mapping include climate change component,Preventive measures,Repair/rehabilitation/upgrade,Monitoring,Certification,Progress,WSP supporting activities,Consumer satisfaction,Documentation/reverification of plan,Remarks,Is the WSC solar powered?,Water Quality test carried out within last one year shows safe water?,Palikawide Water Quality monitoring mechanism established?,Water Available at HH premises?,Within 30 mins?,Is WSP implemented?,Provision of O & M fund available?,O & M SOP in place?,Has there been a flood or landslide during the past year?,"If there was a flood, was the scheme functionin?",Bank account of WUSC in place?,Caretaker in place?,Hygiene,Is the community declared water safe?,# of additional toilets built,People living in safely managed water safe community,Water Supply beneficiaries reporting year,WSC reporting year,Is the scheme functioning?,Estimated total cost (NPR)- Govt,Estimated total cost (NPR)- UNICEF,Estimated total cost (NPR)- community,Estimated total cost (NPR),Avegare per capita estimate,Actual total cost (NPR)- Govt2,Actual total cost (NPR)- UNICEF,Actual total cost (NPR)- community,Actual total cost (NPR),Avegare per capita actual,Column,helper function,checker
Surkhet,HRDC/MC,Karnali,Rukum-West,Athabiskot,Urban,12,Pokhara,MPTF,Repair,Completed,UNIMPROVED,Basic+,79,,NA,203,187,4,390,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes - O & M fund was not enough to fix WSC,Yes,Yes,Basic,NO,36,No,2025,NA,yes,0,1649436,138280,1787716,8,0,1649436,138280,1787716,8, ,,SurkhetHRDC/MCKarnaliRukum-WestAthabiskotUrban12PokharaMPTFRepairCompletedUNIMPROVEDBasic+79NA2031874390YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoYes - O & M fund was not enough to fix WSCYesYesBasicNO36No2025NAyes0164943613828017877167.7750164943613828017877167.775
Surkhet,HRDC/MC,Karnali,Rukum-West,Athabiskot,Urban,12,Akchyakafal,MPTF,Reconstruction,Completed,UNIMPROVED,Basic+,40,1,NA,128,117,2,245,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,yes,35,Yes,2025,NA,yes,0,543095,335557,878652,40,0,543095,335557,878652,40, ,,SurkhetHRDC/MCKarnaliRukum-WestAthabiskotUrban12AkchyakafalMPTFReconstructionCompletedUNIMPROVEDBasic+401NA1281172245YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicyes35Yes2025NAyes054309533555787865239.945054309533555787865239.945
NCO,Civic Forum,Bagmati,Kavrepalanchok,Panauti,Urban,2,Bolakhe Gaun,MPTF,Rehabilated,Completed,Improved,Basic+,60,0,0,161,142,0,303,Yes,Yes,Yes,Yes,Yes,Rehabilated,No,No,Completed,Yes,Yes,No, ,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No - O & E was not sufficient,Yes,Yes,Basic,Yes,1,Yes,2025,2025,Yes,0,274523,35952,310475,1025,0,264091,38306,302397,998,303,1449.109229, 
NCO,Civic Forum,Bagmati,Kavrepalanchok,Panauti,Urban,11,Danda Gaun ,MPTF,Rehabilated,Completed,Improved,Basic+,72,0,0,200,197,0,397,Yes,Yes,Yes,Yes,Yes,Rehabilated,No,No,Completed,Yes,Yes,No, ,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No - O & E was not sufficient,Yes,Yes,Basic,Yes,17,Yes,2025,2025,Yes,0,956757,403456,1360213,3426,0,821124,416666,1237789,3118,397,1449.109229, 
NCO,Civic Forum,Bagmati,Kavrepalanchok,Namobuddha,Urban,8,Dapcha,MPTF,Rehabilated,Completed,Improved,Basic+,134,0,0,463,449,2,912,Yes,Yes,Yes,Yes,Yes,Rehabilated,No,No,Completed,Yes,Yes,No, ,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No - O & E was not sufficient,Yes,Yes,Basic,No,0,No,2025,N/A,Yes,0,1191315,161616,1352932,1483,0,1131253,135772,1267026,1389,, , 
NCO,Civic Forum,Bagmati,Kavrepalanchok,Namobuddha,Urban,11,Makhlo Dandakateri,MPTF,Rehabilated,Completed,Improved,Basic+,35,0,0,95,103,0,198,Yes,Yes,Yes,Yes,Yes,Rehabilated,No,No,Completed,Yes,Yes,No, ,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No - O & E was not sufficient,Yes,Yes,Basic,Yes,8,Yes,2025,2025,Yes,0,1139459,188355,1327815,6706,0,1022202,198470,1220672,6165,198,1449.109229, 
NCO,Civic Forum,Bagmati,Kavrepalanchok,Roshi,Rural,3,Bhandare,MPTF,Rehabilated,Completed,Improved,Basic+,35,1,0,87,88,5,175,Yes,Yes,Yes,Yes,Yes,Rehabilated,No,No,Completed,Yes,Yes,No, ,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No - O & E was not sufficient,Yes,Yes,Basic,No,17,No,2025,N/A,Yes,0,484612,4280,488892,2794,0,489165,6024,495190,2830, , , 
NCO,Civic Forum,Bagmati,Kavrepalanchok,Roshi,Rural,3,Kimbe,MPTF,Rehabilated,Completed,Improved,Basic+,23,0,0,58,57,1,115,Yes,Yes,Yes,Yes,Yes,Rehabilated,No,No,Completed,Yes,Yes,No, ,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No - O & E was not sufficient,Yes,Yes,Basic,No,13,No,2025,N/A,Yes,0,602415,17976,620391,5395,0,600816,18834,619650,5388, , , 
NCO,Civic Forum,Bagmati,Kavrepalanchok,Bethanchok,Rural,6,Thingchhap,MPTF,Rehabilated,Completed,Improved,Basic+,186,0,0,579,527,1,1106,Yes,Yes,Yes,Yes,Yes,Rehabilated,No,No,Completed,Yes,Yes,No, ,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No - O & E was not sufficient,Yes,Yes,Basic,No,36,No,2025,N/A,Yes,0,977063,119976,1097039,992,0,1398404,124284,1522688,1377, , , 
NCO,Civic Forum,Bagmati,Kavrepalanchok,Panauti,Urban,5,Naikintar,SM240502 ,New,Completed,Unimproved,Basic+,193,0,0,520,498,9,1018,Yes,Yes,Yes,Yes,Yes,New,No,No,Completed,Yes,Yes,No, ,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No - other reasons (type out in remarks),Yes,Yes,Basic,No,0,No,2025,N/A,Yes,0,1576768,64564,1641332,1612,0,1519218,64564,1583782,1556, , , 
NCO,Civic Forum,Bagmati,Kavrepalanchok,Bethanchok,Rural,5,Chyasingkharka,SM240503,Rehabilated,Completed,Improved,Basic+,133,0,0,335,345,3,680,Yes,Yes,Yes,Yes,Yes,Rehabilated,No,No,Completed,Yes,Yes,No, ,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No - O & E was not sufficient,Yes,Yes,Basic,No,5,No,2025,N/A,Yes,0,751094,157290,908384,1336,0,707985,167858,875843,1288, , , 
NCO,Civic Forum,Bagmati,Kavrepalanchok,Namobuddha,Urban,6,Dhuwakot,SM240504,Rehabilated,Completed,Improved,Basic+,63,0,0,225,228,6,453,Yes,Yes,Yes,Yes,Yes,Rehabilated,No,No,Completed,Yes,Yes,No, ,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No - O & E was not sufficient,Yes,Yes,Basic,No,7,No,2025,N/A,Yes,0,766399,229194,995593,2198,0,745472,237976,983448,2171, , , 
NCO,Civic Forum,Bagmati,Kavrepalanchok,Roshi,Rural,10,Walting,SM240505,Rehabilated,Completed,Improved,Basic+,83,1,1,262,239,8,501,Yes,Yes,Yes,Yes,Yes,Rehabilated,No,No,Completed,Yes,Yes,No, ,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No - O & E was not sufficient,Yes,Yes,Basic,No,32,No,2025,N/A,Yes,0,786792,233688,1020480,2037,0,722170,243664,965834,1928, , , 
NCO,Civic Forum,Bagmati,Kavrepalanchok,Panauti,Urban,11,Nepane,SM240506,Rehabilated,Completed,Improved,Basic+,123,0,0,303,279,5,582,Yes,Yes,Yes,Yes,Yes,Rehabilated,No,No,Completed,Yes,Yes,No, ,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No - O & E was not sufficient,Yes,Yes,Basic,Yes,45,Yes,2025,2025,Yes,0,1787467,347433,2134900,3668,0,1909405,418091,2327496,3999, ,1449.109229, 
NCO,Civic Forum,Bagmati,Kavrepalanchok,Roshi,Rural,9,Mangaltar,SM240507,Rehabilated,Completed,Improved,Basic+,182,0,0,526,4989,5,5515,Yes,Yes,Yes,Yes,Yes,Rehabilated,No,No,Completed,Yes,Yes,No, ,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No - O & E was not sufficient,Yes,Yes,Basic,No,14,No,2025,N/A,Yes,0,607663,122237,729900,132,0,537717,128095,665812,121, , , 
NCO,Civic Forum,Bagmati,Kavrepalanchok,Roshi,Rural,3,Shikhar Ambote,SM240508,Rehabilated,Completed,Improved,Basic+,232,0,0,651,618,8,1269,Yes,Yes,Yes,Yes,Yes,Rehabilated,No,No,Completed,Yes,Yes,No, ,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No - O & E was not sufficient,Yes,Yes,Basic,No,32,No,2025,N/A,Yes,0,855209,25166,880375,694,0,943752,45266,989018,779, , , 
NCO,Civic Forum,Bagmati,Kavrepalanchok,Namobuddha,Urban,11,Bimire,SM240509,Rehabilated,Completed,Improved,Basic+,110,0,0,347,309,0,656,Yes,Yes,Yes,Yes,Yes,Rehabilated,No,No,Completed,Yes,Yes,No, ,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No - O & E was not sufficient,Yes,Yes,Basic,No,30,No,2025,N/A,Yes,0,641015,17976,658991,1005,0,618979,35976,654955,998, , , 
NCO,UEMS,Bagmati,Lalitpur,Bagmati Rural Municipality,Rural ,2,Pangre and Jyamire,,Rehab,Completed,Unimproved,Basic+,38,1, ,101,90,1,191,Yes,Yes,Yes,Yes,Yes,Rehabilitation,No,No,Completed,Yes,NA,Documentation done,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Basic,Yes,18,Yes,2025,2025,Yes,193211,1093639,496440,1783290,9337,190211,823771,623617,1637600,8574,,,
NCO,UEMS,Bagmati,Lalitpur,Bagmati Rural Municipality,Rural,2,Goganghare,,Rehab,Completed,Improved,Basic+,58,0, ,161,168,3,329,Yes,Yes,Yes,No,Yes,Rehabilitation,No,No,Completed,Yes,NA,Documentation done,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Basic,Yes,26,Yes,2025,2022,Yes,127212,471641,224744,823597,2503,124000,221741,382474,728215,2213,,,
NCO,UEMS,Bagmati,Lalitpur,Mahankal Rural Municipality,Rural,3,Mathillo Gotikhel,,Rehab,Completed,Unimproved,Basic+,40,0, ,103,98,3,201,Yes,Yes,Yes,Yes,Yes,Rehabilitation,No,No,Completed,Yes,NA,Documentation done,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Basic,No,12,0,2025,NA,Yes, ,536798,746852,1283650,6386,                                                               -  ,672214,250618,922832,4591,,,
NCO,UEMS,Bagmati,Lalitpur,Mahankal Rural Municipality,Rural,3,Sano Gotikhel,,Rehab,Completed,Unimproved,Basic+,30,1, ,66,100,5,166,Yes,Yes,Yes,Yes,Yes,Rehabilitation,No,No,Completed,Yes,NA,Documentation done,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Basic,No,16,0,2025,NA,Yes, ,656009,813103,1469112,8850,                                                               -  ,1020628,311799,1332427,8027,,,
NCO,UEMS,Bagmati,Lalitpur,Godawari Municipality,Rural,5,Pahade Thapagaun,,Rehab,Completed,Unimproved,Basic+,121,0, ,410,318,3,728,Yes,Yes,Yes,Yes,Yes,Rehabilitation,No,No,Completed,Yes,NA,Documentation done,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Basic,No,0,0,2025,NA,Yes, ,360224,587509,947733,1302,                                                               -  ,378742,591939,970681,1333,,,
NCO,UEMS,Bagmati,Lalitpur,Godawari Municipality,Rural,5,Saugaun,,Rehab,Completed,Unimproved,Basic+,75,0, ,185,188,0,373,Yes,Yes,Yes,Yes,Yes,Rehabilitation,No,No,Completed,Yes,NA,Documentation done,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Basic,No,0,0,2025,NA,Yes, ,160488,586501,746989,2003,                                                               -  ,160367,591111,751479,2015,,,
NCO,UEMS,Bagmati,Lalitpur,Godawari Municipality,Rural,5,Manakamana,,Rehab,Completed,Improved,Basic+,100,0, ,212,227,0,439,Yes,Yes,Yes,No,No,Repair,No,No,Completed,Yes,NA,Documentation done,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Basic,No,0,0,2025,NA,Yes, ,102944,406093,509037,1160,                                                               -  ,104074,406093,510167,1162,,,
NCO,UEMS,Bagmati,Lalitpur,Bagmati Rural Municipality,Rural ,4,GadiBhanjyang,, ,Completed, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,16, , , , , , , , , , , , , , ,,,
NCO,UEMS,Bagmati,Lalitpur,Mahankal Rural Municipality,Rural,3,Dhamidanda,, ,Completed, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,7, , , , , , , , , , , , , , ,,,
NCO,UEMS,Bagmati,Lalitpur,Mahankal Rural Municipality,Rural,2,Manikhel,, ,Completed, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,5, , , , , , , , , , , , , , ,,,
Total, , , , , , , , , , , , ,22468,107,6,56140.076,64452.09,81,120591,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,3351,0, , ,0,"3,349,510.31","11,138,588.51","3,633,008.20","18,121,107.02",,"4,597,129.98","10,230,391.95","3,391,753.97","18,219,275.90",, ,,
,,,,,,,,,,,,,,,,0.465540536,,only WSC,923,,,,,,,,,,,,,,,,,,,,,,,,,,,,16755,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,net,119668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"3.1.1 Number of people reached with at least basic water that is safe and available when needed, through UNICEF supported programmes",,,,,,,,"68,126",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"3.1.2 Number of people living in water safe communities in the reporting year only, as a result of UNICEF direct support",,,,,,,,"12,701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"3.1.3 Number of men and women, girls and boys, who gained access to basic sanitation services in the reporting year only, as a result of UNICEF direct support",,,,,,,,"16,755",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
